#id, 楼层, 上/下按钮, 要去几层, 本条数据生效的间隔时间
7581,14,UP,24,5
7582,16,DOWN,3,2
7583,1,UP,24,4
7584,7,UP,21,1
7585,10,DOWN,7,1
7586,2,UP,13,2
7587,3,UP,15,5
7588,12,UP,16,2
7589,24,DOWN,12,6
7590,4,UP,11,4
7591,13,DOWN,1,2
7592,11,UP,24,3
7593,18,UP,19,6
7594,12,DOWN,5,2
7595,16,UP,20,6
7596,15,DOWN,13,5
7597,17,DOWN,13,5
7598,10,UP,11,3
7599,23,DOWN,14,6
7600,21,DOWN,11,1
7601,23,DOWN,5,3
7602,7,DOWN,6,4
7603,15,UP,21,1
7604,19,UP,22,1
7605,15,DOWN,3,6
7606,24,DOWN,8,3
7607,2,UP,6,6
7608,2,UP,7,4
7609,19,DOWN,4,2
7610,15,DOWN,9,2
7611,8,UP,16,1
7612,8,DOWN,3,6
7613,22,DOWN,19,2
7614,8,UP,10,1
7615,11,DOWN,3,3
7616,2,UP,20,2
7617,8,UP,18,5
7618,22,DOWN,11,6
7619,7,DOWN,6,3
7620,4,UP,11,2
7621,19,DOWN,8,4
7622,1,UP,9,4
7623,10,DOWN,5,1
7624,8,UP,15,6
7625,2,UP,7,6
7626,15,UP,19,6
7627,17,UP,23,6
7628,16,UP,24,1
7629,16,UP,18,6
7630,20,DOWN,3,1
7631,3,UP,9,3
7632,5,UP,20,2
7633,17,DOWN,7,2
7634,17,UP,20,6
7635,2,UP,3,3
7636,5,UP,7,1
7637,17,UP,23,6
7638,19,UP,20,2
7639,5,UP,21,4
7640,1,UP,2,3
7641,4,UP,21,3
7642,8,UP,15,5
7643,20,UP,24,3
7644,7,UP,19,5
7645,9,UP,12,4
7646,19,UP,23,1
7647,16,DOWN,10,2
7648,17,DOWN,12,1
7649,1,UP,12,1
7650,18,DOWN,4,3
7651,12,UP,20,4
7652,12,UP,23,4
7653,13,DOWN,11,5
7654,21,DOWN,16,3
7655,21,DOWN,6,1
7656,22,DOWN,18,4
7657,22,DOWN,14,3
7658,11,DOWN,1,2
7659,12,DOWN,8,2
7660,5,UP,17,3
7661,17,DOWN,1,2
7662,5,UP,14,3
7663,11,DOWN,2,4
7664,12,UP,18,4
7665,1,UP,13,3
7666,12,UP,22,5
7667,4,UP,13,1
7668,8,DOWN,2,2
7669,7,DOWN,1,1
7670,10,DOWN,1,1
7671,8,UP,17,4
7672,16,DOWN,12,3
7673,11,UP,17,3
7674,20,DOWN,14,5
7675,13,UP,18,2
7676,7,DOWN,1,2
7677,17,DOWN,2,4
7678,10,UP,22,6
7679,14,DOWN,7,1
7680,7,DOWN,2,1
7681,22,DOWN,2,5
7682,24,DOWN,20,6
7683,10,UP,13,4
7684,7,UP,17,3
7685,12,UP,23,2
7686,5,UP,14,2
7687,17,UP,19,4
7688,20,DOWN,13,1
7689,3,UP,10,6
7690,23,UP,24,2
7691,13,DOWN,9,6
7692,10,DOWN,6,3
7693,11,DOWN,4,4
7694,5,UP,8,3
7695,12,DOWN,7,3
7696,20,DOWN,2,3
7697,24,DOWN,14,5
7698,6,UP,7,2
7699,11,UP,20,3
7700,17,DOWN,1,1
7701,16,DOWN,12,2
7702,16,DOWN,3,2
7703,3,UP,16,4
7704,4,UP,17,2
7705,4,DOWN,3,2
7706,10,UP,19,1
7707,9,DOWN,1,6
7708,13,DOWN,11,3
7709,12,DOWN,10,2
7710,4,DOWN,3,2
7711,15,DOWN,6,3
7712,7,UP,13,2
7713,22,UP,23,6
7714,5,UP,9,3
7715,2,UP,10,4
7716,23,DOWN,4,3
7717,11,UP,13,2
7718,16,DOWN,4,2
7719,8,UP,20,6
7720,8,UP,18,5
7721,5,UP,13,4
7722,18,DOWN,2,3
7723,14,DOWN,9,6
7724,10,DOWN,6,6
7725,19,DOWN,2,3
7726,15,DOWN,11,4
7727,15,UP,20,6
7728,6,UP,9,2
7729,23,DOWN,16,3
7730,24,DOWN,22,1
7731,15,UP,21,3
7732,8,UP,19,3
7733,10,UP,14,2
7734,12,UP,19,2
7735,18,DOWN,1,1
7736,16,DOWN,2,4
7737,18,DOWN,11,6
7738,9,UP,17,1
7739,11,UP,15,4
7740,14,DOWN,2,4
7741,13,DOWN,8,3
7742,16,UP,19,5
7743,15,UP,17,4
7744,19,DOWN,10,3
7745,5,UP,12,3
7746,15,UP,19,3
7747,24,DOWN,16,3
7748,10,DOWN,8,5
7749,4,UP,14,6
7750,19,UP,20,1
7751,14,DOWN,3,4
7752,4,UP,10,3
7753,8,UP,18,5
7754,11,UP,22,1
7755,1,UP,14,6
7756,4,UP,16,5
7757,15,DOWN,12,2
7758,11,DOWN,3,3
7759,6,UP,12,2
7760,3,DOWN,1,2
7761,15,DOWN,10,5
7762,18,DOWN,3,6
7763,1,UP,12,3
7764,20,DOWN,17,1
7765,1,UP,14,2
7766,10,DOWN,8,4
7767,12,DOWN,5,3
7768,5,UP,20,1
7769,15,DOWN,7,3
7770,20,DOWN,16,2
7771,3,UP,21,1
7772,9,UP,20,4
7773,22,UP,24,4
7774,9,UP,13,4
7775,1,UP,4,3
7776,11,UP,18,3
7777,8,UP,10,4
7778,19,DOWN,10,4
7779,2,UP,22,3
7780,12,DOWN,11,5
7781,1,UP,20,1
7782,19,UP,20,6
7783,13,UP,14,4
7784,21,DOWN,9,2
7785,12,UP,15,3
7786,12,UP,18,3
7787,4,UP,7,1
7788,24,DOWN,20,5
7789,9,DOWN,8,1
7790,21,DOWN,18,5
7791,11,UP,13,3
7792,16,DOWN,5,2
7793,13,UP,14,5
7794,5,DOWN,2,5
7795,18,DOWN,8,5
7796,17,DOWN,6,1
7797,22,DOWN,20,1
7798,7,DOWN,1,3
7799,8,UP,17,2
7800,1,UP,16,1
7801,10,DOWN,8,5
7802,14,UP,16,4
7803,21,DOWN,20,5
7804,17,DOWN,11,5
7805,1,UP,16,5
7806,16,DOWN,2,6
7807,23,DOWN,19,5
7808,17,DOWN,2,1
7809,6,UP,24,3
7810,24,DOWN,16,3
7811,3,UP,13,6
7812,1,UP,10,2
7813,3,DOWN,1,2
7814,3,UP,23,4
7815,14,DOWN,12,1
7816,24,DOWN,10,3
7817,23,DOWN,11,2
7818,13,UP,14,1
7819,9,DOWN,5,1
7820,10,UP,15,6
7821,16,DOWN,13,4
7822,17,DOWN,11,1
7823,13,DOWN,8,4
7824,22,DOWN,6,2
7825,7,UP,10,6
7826,16,DOWN,9,1
7827,17,UP,20,5
7828,4,UP,6,3
7829,15,UP,17,3
7830,7,UP,16,1
7831,23,DOWN,13,1
7832,17,DOWN,3,6
7833,17,DOWN,16,3
7834,5,UP,15,4
7835,21,DOWN,5,6
7836,23,DOWN,7,3
7837,11,UP,13,3
7838,24,DOWN,20,1
7839,8,UP,21,3
7840,20,DOWN,2,4
7841,14,UP,17,3
7842,12,DOWN,3,6
7843,11,DOWN,7,1
7844,6,UP,16,1
7845,6,UP,11,4
7846,7,UP,12,3
7847,5,DOWN,2,5
7848,17,DOWN,2,1
7849,12,DOWN,6,4
7850,4,UP,7,3
7851,2,DOWN,1,1
7852,23,DOWN,21,4
7853,7,UP,22,2
7854,11,UP,15,5
7855,8,DOWN,4,4
7856,23,DOWN,3,5
7857,7,UP,16,6
7858,19,DOWN,8,3
7859,3,UP,16,3
7860,17,UP,23,5
7861,16,DOWN,8,2
7862,9,DOWN,5,3
7863,13,DOWN,12,4
7864,23,DOWN,5,6
7865,22,DOWN,16,1
7866,12,DOWN,10,1
7867,11,UP,21,3
7868,19,DOWN,2,2
7869,4,UP,13,6
7870,4,UP,9,3
7871,19,DOWN,8,3
7872,15,UP,22,1
7873,1,UP,11,2
7874,23,DOWN,12,6
7875,4,DOWN,3,1
7876,18,DOWN,4,6
7877,22,DOWN,15,2
7878,19,DOWN,3,1
7879,19,DOWN,1,4
7880,11,UP,14,2
7881,7,UP,15,5
7882,19,UP,22,2
7883,7,UP,15,6
7884,18,DOWN,12,4
7885,11,UP,20,3
7886,6,UP,22,2
7887,9,UP,11,4
7888,4,DOWN,1,6
7889,24,DOWN,8,1
7890,19,UP,21,6
7891,12,DOWN,3,6
7892,5,UP,19,4
7893,23,DOWN,3,4
7894,9,UP,16,4
7895,14,UP,19,6
7896,17,DOWN,5,3
7897,8,UP,16,6
7898,18,UP,21,3
7899,24,DOWN,8,2
7900,19,DOWN,3,4
7901,10,DOWN,5,4
7902,6,UP,22,1
7903,8,UP,18,2
7904,15,DOWN,9,5
7905,3,UP,24,3
7906,5,UP,18,2
7907,8,UP,14,3
7908,11,DOWN,8,3
7909,8,UP,13,6
7910,15,DOWN,3,6
7911,2,UP,16,5
7912,9,DOWN,6,3
7913,16,DOWN,5,5
7914,21,DOWN,9,5
7915,11,UP,23,1
7916,16,DOWN,9,1
7917,11,UP,17,6
7918,2,DOWN,1,4
7919,1,UP,2,3
7920,1,UP,16,2
7921,9,DOWN,5,1
7922,4,UP,18,5
7923,18,UP,24,1
7924,14,UP,17,3
7925,8,UP,15,1
7926,21,UP,23,5
7927,13,UP,16,1
7928,13,DOWN,4,3
7929,23,UP,24,6
7930,7,UP,13,6
7931,24,DOWN,3,5
7932,3,UP,10,4
7933,2,UP,16,3
7934,5,UP,9,6
7935,18,DOWN,13,6
7936,11,UP,16,3
7937,15,DOWN,10,3
7938,20,DOWN,15,6
7939,11,UP,16,2
7940,20,DOWN,11,3
7941,4,DOWN,3,2
7942,14,UP,20,5
7943,15,UP,23,4
7944,9,UP,24,4
7945,7,UP,10,1
7946,7,UP,17,4
7947,3,UP,14,5
7948,3,UP,4,1
7949,9,UP,18,1
7950,15,DOWN,2,6
7951,24,DOWN,18,4
7952,5,UP,24,5
7953,1,UP,18,3
7954,5,UP,10,5
7955,3,UP,9,2
7956,15,DOWN,4,4
7957,14,DOWN,5,6
7958,6,UP,17,1
7959,20,DOWN,17,3
7960,21,DOWN,5,2
7961,4,UP,6,6
7962,4,DOWN,2,3
7963,8,UP,21,1
7964,20,DOWN,16,3
7965,9,DOWN,6,5
7966,12,DOWN,8,5
7967,15,DOWN,4,2
7968,4,UP,8,1
7969,7,UP,21,3
7970,22,DOWN,11,5
7971,1,UP,12,3
7972,1,UP,13,5
7973,15,DOWN,5,3
7974,4,DOWN,3,5
7975,23,DOWN,17,5
7976,12,UP,14,4
7977,6,DOWN,5,3
7978,21,DOWN,5,4
7979,2,UP,8,5
7980,2,UP,16,4
7981,9,DOWN,2,5
7982,2,UP,15,1
7983,6,UP,10,6
7984,2,UP,7,6
7985,22,DOWN,8,6
7986,9,DOWN,4,5
7987,11,DOWN,7,4
7988,2,UP,22,1
7989,19,DOWN,13,5
7990,15,DOWN,9,5
7991,1,UP,12,6
7992,6,DOWN,3,3
7993,18,DOWN,16,6
7994,21,UP,22,4
7995,23,DOWN,19,1
7996,1,UP,15,1
7997,13,DOWN,11,2
7998,16,UP,23,1
7999,12,DOWN,7,4
8000,15,DOWN,1,3
8001,5,UP,12,6
8002,23,UP,24,1
8003,6,UP,24,2
8004,4,UP,24,2
8005,8,UP,15,6
8006,6,UP,23,1
8007,2,UP,20,3
8008,16,DOWN,4,2
8009,2,UP,11,6
8010,1,UP,17,1
8011,13,UP,14,5
8012,24,DOWN,1,5
8013,5,UP,7,2
8014,22,DOWN,9,5
8015,13,UP,15,2
8016,4,UP,12,1
8017,14,DOWN,10,3
8018,14,DOWN,10,5
8019,15,DOWN,13,6
8020,11,DOWN,6,3
8021,3,UP,20,6
8022,24,DOWN,8,3
8023,22,DOWN,5,6
8024,10,UP,24,6
8025,11,UP,14,4
8026,24,DOWN,17,6
8027,23,DOWN,20,4
8028,10,DOWN,1,5
8029,17,DOWN,15,5
8030,6,UP,19,2
8031,2,UP,11,2
8032,6,UP,23,6
8033,18,DOWN,1,5
8034,2,UP,17,3
8035,7,UP,16,2
8036,2,UP,18,3
8037,15,UP,24,3
8038,4,UP,6,2
8039,19,UP,24,5
8040,7,UP,17,6
8041,1,UP,2,2
8042,18,UP,21,4
8043,5,DOWN,2,3
8044,3,UP,23,1
8045,16,UP,19,6
8046,3,UP,12,1
8047,9,DOWN,6,2
8048,7,DOWN,6,4
8049,22,DOWN,16,5
8050,24,DOWN,20,6
8051,8,DOWN,4,2
8052,17,UP,22,2
8053,22,DOWN,12,6
8054,9,UP,15,3
8055,19,DOWN,10,5
8056,17,DOWN,3,2
8057,11,UP,16,6
8058,5,UP,6,6
8059,3,UP,12,3
8060,23,UP,24,1
8061,16,DOWN,11,3
8062,11,UP,13,2
8063,22,UP,23,6
8064,1,UP,3,6
8065,19,DOWN,18,6
8066,5,UP,20,6
8067,16,UP,17,2
8068,11,DOWN,7,2
8069,5,UP,10,2
8070,4,UP,19,1
8071,11,UP,15,6
8072,8,UP,16,2
8073,18,DOWN,1,2
8074,14,UP,18,5
8075,12,DOWN,10,5
8076,14,UP,23,1
8077,1,UP,19,4
8078,20,DOWN,7,6
8079,3,UP,14,2
8080,3,UP,24,2
8081,23,DOWN,7,5
8082,6,UP,8,6
8083,13,UP,18,3
8084,2,UP,6,3
8085,9,DOWN,2,3
8086,13,UP,14,4
8087,18,DOWN,15,1
8088,10,UP,21,2
8089,17,DOWN,3,3
8090,23,DOWN,13,3
8091,1,UP,10,3
8092,24,DOWN,10,6
8093,3,UP,17,6
8094,15,DOWN,7,1
8095,23,DOWN,6,1
8096,4,UP,19,2
8097,13,UP,19,5
8098,22,DOWN,17,5
8099,10,DOWN,6,4
8100,8,UP,17,4
8101,1,UP,5,1
8102,5,UP,24,3
8103,21,DOWN,5,2
8104,9,UP,21,2
8105,4,UP,7,5
8106,18,DOWN,16,4
8107,20,DOWN,9,5
8108,18,DOWN,14,2
8109,20,DOWN,9,4
8110,9,UP,12,4
8111,3,UP,9,5
8112,5,UP,12,4
8113,5,DOWN,2,2
8114,3,UP,12,2
8115,12,UP,21,6
8116,12,UP,16,4
8117,3,UP,4,3
8118,8,UP,11,1
8119,20,DOWN,12,2
8120,20,DOWN,13,3
8121,16,UP,21,3
8122,15,DOWN,12,2
8123,2,UP,3,6
8124,22,DOWN,14,4
8125,12,DOWN,9,6
8126,22,DOWN,8,1
8127,20,DOWN,8,2
8128,7,UP,12,1
8129,7,UP,12,2
8130,13,UP,24,4
8131,8,UP,20,4
8132,8,DOWN,1,4
8133,21,DOWN,20,3
8134,5,UP,18,5
8135,20,DOWN,6,2
8136,8,UP,22,5
8137,14,UP,19,5
8138,22,DOWN,11,3
8139,3,UP,20,6
8140,14,UP,22,3
8141,16,UP,19,4
8142,13,DOWN,9,1
8143,13,UP,20,5
8144,19,UP,21,3
8145,3,UP,11,6
8146,11,UP,18,5
8147,10,DOWN,8,2
8148,5,UP,9,5
8149,8,UP,14,1
8150,18,DOWN,14,3
8151,3,UP,8,2
8152,22,DOWN,20,4
8153,22,DOWN,11,1
8154,18,DOWN,12,1
8155,12,DOWN,9,1
8156,12,DOWN,10,6
8157,17,UP,24,4
8158,9,DOWN,5,6
8159,18,DOWN,2,3
8160,18,DOWN,13,5
8161,24,DOWN,16,6
8162,1,UP,3,4
8163,5,UP,23,4
8164,4,UP,19,4
8165,2,UP,12,5
8166,11,UP,13,6
8167,10,UP,15,3
8168,1,UP,9,1
8169,6,UP,23,2
8170,10,DOWN,1,6
8171,24,DOWN,8,5
8172,9,UP,14,5
8173,5,DOWN,2,1
8174,2,UP,12,1
8175,5,DOWN,1,4
8176,15,DOWN,14,2
8177,13,UP,22,6
8178,22,DOWN,2,4
8179,4,UP,7,6
8180,16,DOWN,2,4
8181,12,UP,16,3
8182,24,DOWN,14,1
8183,6,UP,8,4
8184,1,UP,17,1
8185,6,UP,7,6
8186,10,UP,15,2
8187,18,DOWN,5,5
8188,15,UP,21,6
8189,12,DOWN,9,3
8190,20,DOWN,15,3
8191,2,UP,13,2
8192,9,UP,20,3
8193,3,UP,21,4
8194,14,DOWN,7,5
8195,12,DOWN,2,3
8196,10,DOWN,7,1
8197,18,DOWN,10,1
8198,3,UP,22,5
8199,2,UP,24,4
8200,15,DOWN,10,6
8201,5,UP,10,2
8202,22,DOWN,1,2
8203,24,DOWN,15,4
8204,3,UP,11,2
8205,16,DOWN,10,6
8206,11,UP,20,1
8207,4,DOWN,3,1
8208,3,UP,16,5
8209,23,DOWN,20,4
8210,9,UP,18,1
8211,5,UP,14,3
8212,6,UP,8,4
8213,5,DOWN,2,5
8214,1,UP,23,1
8215,10,UP,13,4
8216,8,UP,12,2
8217,11,UP,22,3
8218,6,DOWN,2,4
8219,20,DOWN,19,6
8220,10,DOWN,2,4
8221,9,UP,24,4
8222,1,UP,20,4
8223,4,UP,24,3
8224,5,UP,8,5
8225,13,DOWN,4,2
8226,7,UP,24,2
8227,23,DOWN,6,3
8228,2,UP,5,1
8229,9,UP,21,2
8230,1,UP,20,1
8231,13,DOWN,9,2
8232,23,DOWN,12,4
8233,2,DOWN,1,4
8234,7,UP,20,2
8235,16,UP,18,5
8236,7,UP,17,2
8237,20,DOWN,11,3
8238,16,DOWN,15,5
8239,18,DOWN,8,3
8240,7,UP,21,3
8241,1,UP,7,5
8242,2,UP,17,5
8243,23,DOWN,10,4
8244,17,UP,21,1
8245,1,UP,6,2
8246,9,DOWN,8,2
8247,17,DOWN,12,3
8248,7,DOWN,6,4
8249,20,DOWN,14,4
8250,23,DOWN,3,1
8251,18,DOWN,5,6
8252,21,DOWN,13,1
8253,11,UP,12,5
8254,16,DOWN,4,2
8255,19,DOWN,2,4
8256,3,UP,11,2
8257,5,UP,18,5
8258,24,DOWN,15,6
8259,3,UP,9,5
8260,7,UP,21,4
8261,5,UP,24,5
8262,19,DOWN,4,1
8263,19,UP,21,2
8264,11,DOWN,9,4
8265,18,DOWN,16,6
8266,7,UP,23,4
8267,13,DOWN,10,1
8268,24,DOWN,12,2
8269,15,DOWN,1,2
8270,24,DOWN,23,4
8271,21,DOWN,14,5
8272,23,DOWN,8,3
8273,1,UP,15,3
8274,1,UP,11,3
8275,16,DOWN,3,1
8276,23,DOWN,19,4
8277,24,DOWN,22,6
8278,20,DOWN,17,6
8279,8,DOWN,4,1
8280,16,DOWN,2,3
8281,5,UP,10,4
8282,5,DOWN,1,4
8283,1,UP,18,5
8284,11,DOWN,4,4
8285,19,UP,21,2
8286,24,DOWN,15,4
8287,14,UP,19,3
8288,11,UP,18,6
8289,24,DOWN,20,5
8290,5,UP,15,4
8291,20,DOWN,16,4
8292,5,UP,11,1
8293,11,DOWN,6,3
8294,12,DOWN,9,3
8295,15,UP,16,2
8296,8,UP,14,5
8297,16,DOWN,9,6
8298,10,UP,12,3
8299,19,DOWN,5,5
8300,9,UP,21,5
8301,3,UP,22,2
8302,16,UP,22,4
8303,17,UP,22,3
8304,5,DOWN,4,4
8305,24,DOWN,19,4
8306,20,UP,21,6
8307,7,UP,12,6
8308,24,DOWN,23,3
8309,15,DOWN,4,6
8310,3,UP,21,6
8311,7,UP,15,3
8312,5,UP,12,6
8313,1,UP,21,3
8314,15,UP,16,4
8315,7,DOWN,6,3
8316,11,UP,13,6
8317,9,UP,14,3
8318,3,UP,8,3
8319,12,DOWN,9,1
8320,24,DOWN,20,6
8321,12,UP,18,3
8322,20,UP,23,5
8323,4,UP,24,1
8324,13,DOWN,6,4
8325,11,DOWN,10,3
8326,13,DOWN,7,6
8327,5,UP,18,4
8328,1,UP,17,6
8329,2,UP,13,3
8330,16,DOWN,5,5
8331,10,DOWN,6,4
8332,8,UP,23,5
8333,6,UP,18,3
8334,3,UP,6,2
8335,11,UP,17,2
8336,23,DOWN,3,1
8337,14,DOWN,11,2
8338,2,UP,9,3
8339,12,DOWN,5,6
8340,5,DOWN,1,1
8341,8,UP,14,1
8342,23,DOWN,11,4
8343,7,UP,10,5
8344,16,DOWN,3,1
8345,20,DOWN,10,4
8346,19,DOWN,1,2
8347,12,DOWN,4,1
8348,10,UP,22,4
8349,13,UP,20,4
8350,23,DOWN,7,1
8351,8,UP,9,5
8352,24,DOWN,11,1
8353,10,UP,12,3
8354,12,UP,15,1
8355,17,UP,21,3
8356,15,UP,18,1
8357,12,UP,16,4
8358,20,DOWN,14,1
8359,15,DOWN,4,6
8360,10,DOWN,2,6
8361,18,DOWN,11,3
8362,3,UP,24,1
8363,7,DOWN,3,1
8364,19,UP,22,5
8365,3,UP,12,1
8366,11,DOWN,8,3
8367,20,UP,24,6
8368,21,UP,22,1
8369,5,UP,23,1
8370,16,DOWN,13,6
8371,12,DOWN,11,2
8372,18,UP,19,6
8373,6,UP,19,3
8374,6,DOWN,5,5
8375,19,DOWN,13,6
8376,15,DOWN,7,2
8377,9,DOWN,4,1
8378,24,DOWN,11,2
8379,8,UP,9,5
8380,17,UP,19,2
8381,22,DOWN,17,3
8382,22,DOWN,10,4
8383,22,DOWN,9,4
8384,18,DOWN,11,5
8385,6,UP,24,5
8386,17,DOWN,4,1
8387,23,DOWN,18,4
8388,19,DOWN,14,5
8389,9,DOWN,5,6
8390,8,DOWN,5,2
8391,19,DOWN,17,6
8392,20,DOWN,9,3
8393,17,DOWN,9,1
8394,7,UP,9,5
8395,20,DOWN,3,2
8396,15,UP,17,1
8397,23,UP,24,4
8398,3,UP,19,4
8399,5,UP,10,1
8400,23,DOWN,15,2
8401,10,UP,24,4
8402,17,UP,19,5
8403,9,UP,18,5
8404,10,UP,20,4
8405,11,DOWN,7,3
8406,14,DOWN,12,6
8407,15,UP,19,6
8408,8,UP,15,5
8409,8,UP,10,2
8410,9,UP,10,6
8411,11,DOWN,9,4
8412,22,DOWN,15,4
8413,7,UP,13,3
8414,9,DOWN,4,6
8415,2,UP,10,5
8416,6,UP,14,5
8417,16,DOWN,1,1
8418,5,UP,17,4
8419,8,UP,22,2
8420,11,DOWN,4,1
8421,17,UP,19,4
8422,9,DOWN,4,2
8423,20,DOWN,3,6
8424,7,DOWN,3,4
8425,11,DOWN,1,1
8426,9,UP,11,6
8427,13,UP,19,3
8428,19,DOWN,2,5
8429,3,UP,9,6
8430,20,DOWN,1,2
8431,5,DOWN,3,4
8432,3,UP,18,2
8433,4,UP,15,5
8434,15,DOWN,4,5
8435,19,DOWN,2,4
8436,19,DOWN,6,6
8437,15,DOWN,3,4
8438,12,DOWN,1,5
8439,22,DOWN,3,5
8440,2,UP,24,4
8441,5,UP,22,1
8442,14,DOWN,4,6
8443,13,UP,24,1
8444,2,UP,14,3
8445,12,UP,23,4
8446,3,UP,20,5
8447,20,DOWN,16,5
8448,3,UP,4,3
8449,6,UP,18,2
8450,20,DOWN,10,4
8451,20,UP,22,1
8452,9,DOWN,8,4
8453,12,UP,20,3
8454,13,UP,22,3
8455,19,DOWN,3,5
8456,3,UP,19,3
8457,12,DOWN,3,5
8458,16,UP,20,6
8459,23,DOWN,18,4
8460,1,UP,15,4
8461,3,UP,15,6
8462,16,DOWN,2,3
8463,4,UP,5,4
8464,12,DOWN,11,5
8465,16,DOWN,5,6
8466,4,UP,14,2
8467,5,DOWN,1,4
8468,17,DOWN,2,5
8469,24,DOWN,4,6
8470,10,UP,22,3
8471,10,UP,24,6
8472,3,UP,21,3
8473,8,DOWN,6,2
8474,16,DOWN,1,1
8475,7,UP,19,6
8476,13,DOWN,12,2
8477,3,UP,5,1
8478,7,UP,10,6
8479,22,UP,24,1
8480,7,UP,19,5
8481,17,DOWN,2,6
8482,3,UP,22,3
8483,15,UP,16,1
8484,5,UP,20,3
8485,7,DOWN,4,3
8486,3,UP,9,3
8487,6,DOWN,5,2
8488,7,UP,11,5
8489,8,DOWN,2,3
8490,10,DOWN,1,2
8491,23,DOWN,3,1
8492,4,UP,13,4
8493,21,UP,22,6
8494,3,UP,4,2
8495,14,UP,24,2
8496,24,DOWN,9,1
8497,19,UP,21,5
8498,11,DOWN,2,3
8499,8,UP,11,1
8500,18,UP,19,6
8501,11,DOWN,4,4
8502,1,UP,5,1
8503,15,DOWN,10,4
8504,1,UP,18,1
8505,16,DOWN,1,1
8506,20,DOWN,5,1
8507,19,DOWN,4,2
8508,19,DOWN,18,2
8509,10,UP,18,6
8510,10,UP,16,1
8511,12,UP,23,4
8512,19,DOWN,12,5
8513,1,UP,12,5
8514,9,DOWN,6,4
8515,6,UP,7,2
8516,14,UP,18,4
8517,21,DOWN,3,3
8518,12,UP,18,3
8519,20,DOWN,5,6
8520,2,UP,7,2
8521,18,DOWN,2,4
8522,4,UP,20,6
8523,5,UP,7,1
8524,11,UP,19,6
8525,8,DOWN,7,6
8526,16,UP,20,5
8527,4,UP,18,4
8528,10,UP,13,2
8529,8,DOWN,6,2
8530,10,UP,24,3
8531,10,DOWN,9,5
8532,19,DOWN,10,1
8533,3,UP,7,2
8534,16,DOWN,13,6
8535,15,UP,24,1
8536,18,DOWN,11,3
8537,12,DOWN,6,2
8538,3,UP,20,1
8539,14,DOWN,10,5
8540,19,DOWN,3,5
8541,13,DOWN,6,1
8542,16,UP,19,5
8543,14,DOWN,11,1
8544,20,UP,22,5
8545,22,DOWN,18,6
8546,9,UP,20,2
8547,5,UP,19,5
8548,23,DOWN,14,5
8549,2,UP,8,6
8550,15,DOWN,12,3
8551,9,DOWN,8,3
8552,17,DOWN,7,5
8553,4,UP,12,4
8554,14,UP,17,3
8555,23,DOWN,22,1
8556,2,UP,11,3
8557,14,UP,22,3
8558,5,UP,21,4
8559,13,UP,22,1
8560,23,DOWN,8,3
8561,1,UP,7,1
8562,24,DOWN,18,2
8563,2,UP,17,2
8564,11,UP,13,4
8565,16,DOWN,6,4
8566,13,DOWN,11,1
8567,3,UP,7,5
8568,13,UP,21,1
8569,15,UP,19,1
8570,8,DOWN,1,3
8571,10,UP,24,4
8572,15,DOWN,11,1
8573,16,UP,22,5
8574,3,UP,15,5
8575,16,DOWN,7,6
8576,12,DOWN,4,4
8577,14,DOWN,9,1
8578,13,DOWN,1,2
8579,22,DOWN,8,6
8580,19,DOWN,5,6
8581,8,UP,10,3
8582,24,DOWN,2,2
8583,2,UP,13,1
8584,14,DOWN,3,2
8585,19,DOWN,18,6
8586,18,UP,22,5
8587,12,UP,20,1
8588,6,UP,21,2
8589,5,UP,9,5
8590,22,DOWN,9,3
8591,24,DOWN,12,1
8592,13,UP,24,4
8593,22,DOWN,16,2
8594,19,DOWN,11,5
8595,22,DOWN,4,2
8596,24,DOWN,19,2
8597,6,UP,10,6
8598,18,DOWN,9,1
8599,11,UP,18,2
8600,4,UP,9,2
8601,12,UP,24,5
8602,2,UP,6,3
8603,3,UP,20,2
8604,22,DOWN,19,2
8605,21,DOWN,6,5
8606,15,DOWN,14,4
8607,14,UP,24,1
8608,3,UP,24,2
8609,5,UP,12,3
8610,19,DOWN,14,5
8611,21,DOWN,14,3
8612,14,UP,20,3
8613,15,DOWN,7,1
8614,20,DOWN,3,3
8615,7,UP,13,5
8616,9,UP,11,5
8617,12,DOWN,7,1
8618,5,UP,12,4
8619,4,UP,19,3
8620,3,UP,9,1
8621,3,UP,18,5
8622,9,UP,14,1
8623,20,UP,21,2
8624,8,UP,15,2
8625,21,DOWN,6,3
8626,17,DOWN,3,2
8627,13,UP,21,1
8628,23,DOWN,12,1
8629,2,UP,21,6
8630,14,UP,22,3
8631,24,DOWN,3,6
8632,5,UP,14,2
8633,13,UP,16,2
8634,10,DOWN,7,4
8635,23,DOWN,4,6
8636,23,DOWN,19,1
8637,7,UP,15,4
8638,24,DOWN,23,1
8639,14,DOWN,8,1
8640,22,DOWN,9,1
8641,19,UP,24,6
8642,3,UP,16,6
8643,19,DOWN,15,2
8644,12,UP,14,5
8645,15,UP,19,3
8646,20,DOWN,4,2
8647,19,DOWN,2,6
8648,2,UP,12,1
8649,12,DOWN,7,3
8650,21,DOWN,7,5
8651,10,UP,15,6
8652,13,UP,21,3
8653,17,DOWN,5,5
8654,18,DOWN,2,2
8655,7,UP,21,1
8656,5,UP,8,3
8657,9,DOWN,3,3
8658,23,DOWN,14,5
